timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,bytes,Latency
1402866580931,2404,Home Page,200,OK,Jakarta Users 1-48,text,true,262,2404
1402866582396,951,Home Page,200,OK,Jakarta Users 1-1,text,true,261,950
1402866580947,2593,Home Page,200,OK,Jakarta Users 1-33,text,true,262,2589
1402866580964,2583,Home Page,200,OK,Jakarta Users 1-50,text,true,262,2582
1402866581737,1873,Home Page,200,OK,Jakarta Users 1-22,text,true,260,1357
1402866580972,2745,Home Page,200,OK,Jakarta Users 1-5,text,true,262,2744
1402866581146,2577,Home Page,200,OK,Jakarta Users 1-47,text,true,262,2576
1402866581153,2576,Home Page,200,OK,Jakarta Users 1-13,text,true,262,2574
1402866581336,2591,Home Page,200,OK,Jakarta Users 1-16,text,true,262,2589
1402866581463,2476,Home Page,200,OK,Jakarta Users 1-9,text,true,262,2476
1402866581574,2381,Home Page,200,OK,Jakarta Users 1-17,text,true,262,2376
1402866582723,1235,Home Page,200,OK,Jakarta Users 1-39,text,true,261,1235
1402866582379,1724,Home Page,200,OK,Jakarta Users 1-4,text,true,262,1714
1402866581731,2426,Home Page,200,OK,Jakarta Users 1-3,text,true,262,2421
1402866582816,1358,Home Page,200,OK,Jakarta Users 1-7,text,true,261,1358
1402866582389,1924,Home Page,200,OK,Jakarta Users 1-31,text,true,262,1924
1402866581741,2584,Home Page,200,OK,Jakarta Users 1-42,text,true,262,2583
1402866581891,2437,Home Page,200,OK,Jakarta Users 1-10,text,true,262,2436
1402866581979,2358,Home Page,200,OK,Jakarta Users 1-19,text,true,262,2358
1402866581736,2668,Home Page,200,OK,Jakarta Users 1-30,text,true,261,2667
1402866582494,2293,Home Page,200,OK,Jakarta Users 1-44,text,true,262,2293
1402866582573,2248,Home Page,200,OK,Jakarta Users 1-11,text,true,262,2248
1402866582718,2232,Home Page,200,OK,Jakarta Users 1-29,text,true,262,2232
1402866582722,2240,Home Page,200,OK,Jakarta Users 1-34,text,true,262,2240
1402866582924,2294,Home Page,200,OK,Jakarta Users 1-15,text,true,261,2293
1402866582931,2291,Home Page,200,OK,Jakarta Users 1-46,text,true,261,2291
1402866582942,2291,Home Page,200,OK,Jakarta Users 1-49,text,true,261,2290
1402866582391,2929,Home Page,200,OK,Jakarta Users 1-8,text,true,262,2928
1402866582401,2942,Home Page,200,OK,Jakarta Users 1-43,text,true,262,2941
1402866582987,2412,Home Page,200,OK,Jakarta Users 1-36,text,true,261,2412
1402866582492,3218,Home Page,200,OK,Jakarta Users 1-45,text,true,262,3218
1402866581172,4666,Home Page,200,OK,Jakarta Users 1-6,text,true,262,2572
1402866583179,2760,Home Page,200,OK,Jakarta Users 1-38,text,true,261,2760
1402866582715,3235,Home Page,200,OK,Jakarta Users 1-27,text,true,262,3235
1402866583312,2891,Home Page,200,OK,Jakarta Users 1-14,text,true,259,2890
1402866582826,3429,Home Page,200,OK,Jakarta Users 1-20,text,true,262,3428
1402866583332,2931,Home Page,200,OK,Jakarta Users 1-25,text,true,261,2931
1402866582946,3330,Home Page,200,OK,Jakarta Users 1-40,text,true,262,3330
1402866583003,3440,Home Page,200,OK,Jakarta Users 1-21,text,true,262,3440
1402866583009,3439,Home Page,200,OK,Jakarta Users 1-24,text,true,262,3439
1402866582168,4414,Home Page,200,OK,Jakarta Users 1-41,text,true,262,2990
1402866583073,3612,Home Page,200,OK,Jakarta Users 1-35,text,true,262,3612
1402866583610,3553,Home Page,200,OK,Jakarta Users 1-22,text,true,261,3552
1402866583724,3455,Home Page,200,OK,Jakarta Users 1-47,text,true,261,3455
1402866582936,4293,Home Page,200,OK,Jakarta Users 1-32,text,true,262,4293
1402866583730,3505,Home Page,200,OK,Jakarta Users 1-13,text,true,260,3504
1402866583329,3918,Home Page,200,OK,Jakarta Users 1-23,text,true,262,3918
1402866583348,3987,Home Page,200,OK,Jakarta Users 1-1,text,true,262,3987
1402866583928,3429,Home Page,200,OK,Jakarta Users 1-16,text,true,260,3429
1402866583959,3437,Home Page,200,OK,Jakarta Users 1-39,text,true,261,3437
1402866583017,4435,Home Page,200,OK,Jakarta Users 1-28,text,true,262,4434
1402866584329,3299,Home Page,200,OK,Jakarta Users 1-10,text,true,261,3298
1402866583337,4393,Home Page,200,OK,Jakarta Users 1-48,text,true,260,4391
1402866583542,4300,Home Page,200,OK,Jakarta Users 1-33,text,true,262,4300
1402866584951,2925,Home Page,200,OK,Jakarta Users 1-29,text,true,260,2925
1402866585233,2861,Home Page,200,OK,Jakarta Users 1-49,text,true,261,2861
1402866583719,4452,Home Page,200,OK,Jakarta Users 1-5,text,true,262,4452
1402866583314,4890,Home Page,200,OK,Jakarta Users 1-18,text,true,262,4890
1402866583336,4943,Home Page,200,OK,Jakarta Users 1-12,text,true,262,4943
1402866583940,4438,Home Page,200,OK,Jakarta Users 1-9,text,true,262,4434
1402866583956,4427,Home Page,200,OK,Jakarta Users 1-17,text,true,262,4426
1402866584104,4382,Home Page,200,OK,Jakarta Users 1-4,text,true,262,4376
1402866585400,3125,Home Page,200,OK,Jakarta Users 1-36,text,true,261,3125
1402866584314,4286,Home Page,200,OK,Jakarta Users 1-31,text,true,262,4284
1402866584405,4371,Home Page,200,OK,Jakarta Users 1-30,text,true,262,4371
